Fri Jul 10 13:19:39 2020    rand_data_py_profile.txt

         525909358 function calls (521666802 primitive calls) in 236.060 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      395    0.002    0.000    0.146    0.000 series.py:313(_init_dict)
      524    0.002    0.000    0.003    0.000 concat.py:434(combine_concat_plans)
    12535    0.002    0.000    0.008    0.000 managers.py:165(<genexpr>)
     4647    0.002    0.000    0.236    0.000 Abilities_Effects.py:205(legal_req_tar_cho_costs)
      840    0.002    0.000    0.008    0.000 managers.py:329(_verify_integrity)
      497    0.002    0.000    0.006    0.000 algorithms.py:1436(_get_take_nd_function)
     1257    0.002    0.000    0.004    0.000 managers.py:199(_is_single_block)
     1898    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:103(release)
     5588    0.002    0.000    0.004    0.000 blocks.py:240(to_dense)
     4840    0.002    0.000    0.002    0.000 Player.py:612(reset_mana_pool)
     2268    0.002    0.000    0.022    0.000 common.py:575(is_string_dtype)
      791    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
      258    0.002    0.000    0.002    0.000 {pandas._libs.algos.take_1d_int64_int64}
      356    0.002    0.000  106.776    0.300 Player.py:715(input_bool)
     1691    0.002    0.000    0.002    0.000 {built-in method _thread.allocate_lock}
     7191    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
     2648    0.002    0.000    0.002    0.000 {method 'fill' of 'numpy.ndarray' objects}
     4220    0.002    0.000    0.002    0.000 Concepts.py:66(check_non_mana_cost)
     8860    0.002    0.000    0.002    0.000 {method 'join' of 'str' objects}
     1494    0.002    0.000    0.003    0.000 generic.py:5235(__finalize__)
      395    0.002    0.000    0.003    0.000 frame.py:2767(__getitem__)
      247    0.002    0.000    0.029    0.000 managers.py:1274(_slice_take_blocks_ax0)
      534    0.002    0.000    0.006    0.000 concat.py:28(get_mgr_concatenation_plan)
        2    0.002    0.001    0.054    0.027 {pandas._libs.reduction.compute_reduction}
      268    0.002    0.000    0.092    0.000 managers.py:1988(concatenate_block_managers)
      247    0.002    0.000    0.042    0.000 generic.py:4584(_reindex_with_indexers)
        1    0.002    0.002    0.014    0.014 {built-in method torch._C._initExtension}
      568    0.002    0.000    0.034    0.000 algorithms.py:293(unique)
     1334    0.002    0.000    0.022    0.000 missing.py:132(_isna_new)
     5368    0.002    0.000    0.002    0.000 Player.py:328(<listcomp>)
    715/8    0.002    0.000    0.736    0.092 <frozen importlib._bootstrap_external>:722(exec_module)
     7441    0.002    0.000    0.002    0.000 Abilities_Effects.py:99(check_requirements)
     3956    0.002    0.000    0.003    0.000 Card_types.py:1006(<lambda>)
      508    0.002    0.000    0.011    0.000 concat.py:145(is_na)
      472    0.002    0.000    0.045    0.000 managers.py:1643(create_block_manager_from_blocks)
     2733    0.002    0.000    0.003    0.000 typing.py:706(__setattr__)
      246    0.002    0.000  106.780    0.434 Player.py:494(declare_attackers)
    18069    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
      395    0.002    0.000    0.143    0.000 construction.py:590(create_series_with_explicit_dtype)
     3200    0.002    0.000    0.095    0.000 <frozen importlib._bootstrap_external>:74(_path_stat)
     3536    0.002    0.000    0.002    0.000 Card_types.py:354(legal_blocker)
    17231    0.002    0.000    0.002    0.000 {method 'bit_length' of 'int' objects}
      260    0.002    0.000    0.009    0.000 Concepts.py:343(set_possible_target)
     2433    0.001    0.000    0.002    0.000 M20_cards.py:1703(<lambda>)
     2086    0.001    0.000    0.002    0.000 Abilities_Effects.py:70(assign_ownership)
      568    0.001    0.000    0.013    0.000 algorithms.py:64(_ensure_data)
      236    0.001    0.000    0.038    0.000 generic.py:1110(rename_axis)
      715    0.001    0.000    0.050    0.000 <frozen importlib._bootstrap_external>:523(_compile_bytecode)
     2275    0.001    0.000    0.020    0.000 common.py:1647(_is_dtype)
      483    0.001    0.000    0.005    0.000 base.py:526(_shallow_copy)
      621    0.001    0.000    0.003    0.000 functools.py:37(update_wrapper)
     4959    0.001    0.000    0.001    0.000 sre_parse.py:233(__next)
      715    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
      492    0.001    0.000    0.003    0.000 Game.py:420(resolve_combat_damage)
      304    0.001    0.000    0.002    0.000 sre_compile.py:276(_optimize_charset)
      303    0.001    0.000    0.006    0.000 Player.py:120(draw_card)
     4577    0.001    0.000    0.001    0.000 Abilities_Effects.py:183(reset_targets)
       38    0.001    0.000    0.003    0.000 __init__.py:316(namedtuple)
      489    0.001    0.000    0.002    0.000 generic.py:356(_construct_axes_from_arguments)
     1156    0.001    0.000    0.001    0.000 Game.py:406(<listcomp>)
      246    0.001    0.000    0.002    0.000 Player.py:263(untap_for_turn)
     3859    0.001    0.000    0.001    0.000 {method 'ravel' of 'numpy.ndarray' objects}
     1560    0.001    0.000    0.002    0.000 Zones.py:31(leave_zone)
      246    0.001    0.000    0.003    0.000 Player.py:522(declare_blockers)
     3277    0.001    0.000    0.004    0.000 Concepts.py:141(check_condition)
      811    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:318(__exit__)
      568    0.001    0.000    0.005    0.000 algorithms.py:264(_check_object_for_strings)
     2268    0.001    0.000    0.015    0.000 common.py:605(condition)
     4356    0.001    0.000    0.012    0.000 common.py:613(<genexpr>)
     4793    0.001    0.000    0.002    0.000 sre_parse.py:164(__getitem__)
  918/240    0.001    0.000    0.002    0.000 sre_parse.py:174(getwidth)
     2116    0.001    0.000    0.004    0.000 Card_types.py:949(enter_zone_effects)
     1506    0.001    0.000    0.002    0.000 generic.py:396(_get_axis_number)
     5118    0.001    0.000    0.003    0.000 {built-in method builtins.setattr}
     7049    0.001    0.000    0.001    0.000 M20_cards.py:1098(<lambda>)
     1452    0.001    0.000    0.014    0.000 common.py:608(is_excluded_dtype)
        3    0.001    0.000    0.001    0.000 parsers.py:1864(__init__)
     1052    0.001    0.000    0.025    0.000 re.py:271(_compile)
     1229    0.001    0.000    0.002    0.000 Game.py:328(triggers)
  811/807    0.001    0.000    0.154    0.000 <frozen importlib._bootstrap>:576(module_from_spec)
     2087    0.001    0.000    0.001    0.000 Abilities_Effects.py:59(assign_source)
      238    0.001    0.000    0.037    0.000 generic.py:5519(dtypes)
     1313    0.001    0.000    0.002    0.000 managers.py:128(<listcomp>)
       87    0.001    0.000    0.008    0.000 managers.py:1700(form_blocks)
      100    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1404(_fill_cache)
      373    0.001    0.000    0.003    0.000 Abilities_Effects.py:586(__init__)
     5423    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
     1027    0.001    0.000    0.004    0.000 generic.py:5331(_protect_consolidate)
     4127    0.001    0.000    0.001    0.000 Card_types.py:520(check_requirements)
      247    0.001    0.000    0.031    0.000 managers.py:1224(reindex_indexer)
     8049    0.001    0.000    0.001    0.000 M20_cards.py:2189(<lambda>)
      364    0.001    0.000    0.005    0.000 typing.py:605(__init__)
     1114    0.001    0.000    0.032    0.000 <frozen importlib._bootstrap_external>:84(_path_is_mode_type)
      539    0.001    0.000    0.001    0.000 {method 'copy' of 'numpy.ndarray' objects}
      159    0.001    0.000    0.036    0.000 Card_types.py:682(play_card)
       16    0.001    0.000    0.003    0.000 enum.py:135(__new__)
     5886    0.001    0.000    0.001    0.000 Abilities_Effects.py:124(check_choices)
      703    0.001    0.000    0.002    0.000 typing.py:113(_type_check)
      238    0.001    0.000    0.001    0.000 {pandas._libs.algos.take_1d_object_object}
      268    0.001    0.000    0.149    0.001 concat.py:65(concat)
      266    0.001    0.000    0.017    0.000 api.py:149(union_indexes)
      532    0.001    0.000    0.001    0.000 Zones.py:45(enter_zone)
      236    0.001    0.000    0.032    0.000 generic.py:1281(_set_axis_name)
      612    0.001    0.000    0.001    0.000 _inspect.py:67(getargs)
      712    0.001    0.000    0.001    0.000 {method 'take' of 'numpy.ndarray' objects}
      151    0.001    0.000    0.001    0.000 Card_types.py:10(__init__)
      509    0.001    0.000    0.002    0.000 Concepts.py:450(check_protect)
      791    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:369(_get_cached)
      791    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1351(_get_spec)
      236    0.001    0.000    0.065    0.000 generic.py:4547(_reindex_axes)
     1506    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap>:403(cached)
     2974    0.001    0.000    0.003    0.000 base.py:3700(_internal_get_values)
      477    0.001    0.000    0.002    0.000 blocks.py:3053(_extend_blocks)
      236    0.001    0.000    0.040    0.000 base.py:3999(_concat_same_dtype)
     1053    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
      792    0.001    0.000    0.001    0.000 base.py:3897(__contains__)
      560    0.001    0.000    0.001    0.000 Concepts.py:11(__init__)
     3340    0.001    0.000    0.001    0.000 managers.py:167(ndim)
     1027    0.001    0.000    0.002    0.000 generic.py:5344(f)
      370    0.001    0.000    0.013    0.000 Abilities_Effects.py:679(resolve)
      568    0.001    0.000    0.007    0.000 algorithms.py:171(_reconstruct_data)
      838    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:58(__init__)
      528    0.001    0.000    0.020    0.000 Game.py:350(resolve_top_of_stack)
     1618    0.001    0.000    0.002    0.000 managers.py:314(__len__)
      237    0.001    0.000    0.019    0.000 blocks.py:1271(take_nd)
      568    0.001    0.000    0.051    0.000 base.py:1250(nunique)
1077/1001    0.001    0.000    0.011    0.000 typing.py:248(inner)
      236    0.001    0.000    0.019    0.000 generic.py:5873(infer_objects)
      247    0.001    0.000    0.024    0.000 base.py:3100(reindex)
     3991    0.001    0.000    0.002    0.000 sre_parse.py:254(get)
     3260    0.001    0.000    0.001    0.000 Concepts.py:52(assign_source)
     1863    0.001    0.000    0.001    0.000 base.py:573(is_)
      838    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(cb)
     1313    0.001    0.000    0.018    0.000 managers.py:656(<listcomp>)
  310/100    0.001    0.000    0.013    0.000 sre_parse.py:411(_parse_sub)
      472    0.001    0.000    0.006    0.000 construction.py:260(prep_ndarray)
     3968    0.001    0.000    0.001    0.000 Card_types.py:547(check_choices)
      236    0.001    0.000    0.050    0.000 base.py:3962(append)
      737    0.001    0.000    0.005    0.000 blocks.py:275(make_block_same_class)
     4577    0.001    0.000    0.001    0.000 Abilities_Effects.py:231(<listcomp>)
      472    0.001    0.000    0.002    0.000 concat.py:173(get_reindexed_values)
      236    0.001    0.000    0.054    0.000 concat.py:236(concatenate_join_units)
     1491    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1203(_path_importer_cache)
      286    0.001    0.000    0.003    0.000 overrides.py:72(verify_matching_signatures)
      429    0.001    0.000    0.007    0.000 tokenize.py:487(_tokenize)
      238    0.001    0.000    0.004    0.000 managers.py:798(as_array)
      236    0.001    0.000    0.001    0.000 numerictypes.py:654(<listcomp>)
     1028    0.001    0.000    0.001    0.000 Card_types.py:807(leave_zone_effects)
     1235    0.001    0.000    0.004    0.000 Card_types.py:915(enter_zone_effects)
      325    0.001    0.000    0.008    0.000 Zones.py:67(enter_zone)
      754    0.001    0.000    0.001    0.000 generic.py:219(_init_mgr)
      505    0.001    0.000    0.002    0.000 Zones.py:150(leave_zone)
      816    0.001    0.000    0.007    0.000 common.py:1282(needs_i8_conversion)
     1524    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:416(parent)
      640    0.001    0.000    0.001    0.000 Abilities_Effects.py:366(assign_source)
       62    0.001    0.000    0.577    0.009 __init__.py:1(<module>)
     2145    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
      239    0.001    0.000    0.024    0.000 generic.py:5706(copy)
     1027    0.001    0.000    0.005    0.000 generic.py:5341(_consolidate_inplace)
      521    0.001    0.000    0.002    0.000 Zones.py:188(enter_zone)
      845    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap>:147(__enter__)
     1157    0.001    0.000    0.002    0.000 Abilities_Effects.py:301(apply_effect)
     3956    0.001    0.000    0.001    0.000 Card_types.py:1007(<listcomp>)
     3803    0.001    0.000    0.001    0.000 Card_types.py:642(<listcomp>)
      236    0.001    0.000    0.014    0.000 arraysetops.py:745(setdiff1d)
      568    0.001    0.000    0.035    0.000 base.py:1239(unique)
     2733    0.001    0.000    0.001    0.000 typing.py:592(_is_dunder)
     2484    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:859(__exit__)
     3285    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
     2696    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
      715    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
      715    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
      266    0.001    0.000    0.002    0.000 api.py:278(<setcomp>)
      701    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
      821    0.001    0.000    0.002    0.000 common.py:1108(is_datetime_or_timedelta_dtype)
 1292/887    0.001    0.000    0.001    0.000 typing.py:666(__hash__)
      715    0.001    0.000    0.021    0.000 <frozen importlib._bootstrap_external>:951(path_stats)
      236    0.001    0.000    0.005    0.000 algorithms.py:1940(safe_sort)
     2069    0.001    0.000    0.001    0.000 managers.py:647(is_consolidated)
      239    0.001    0.000    0.082    0.000 series.py:4027(reindex)
      399    0.001    0.000    0.003    0.000 base.py:3949(_can_hold_identifiers_and_holds_name)
     1436    0.001    0.000    0.001    0.000 {method 'rsplit' of 'str' objects}
      477    0.001    0.000    0.003    0.000 range.py:387(_shallow_copy)
      715    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
      445    0.001    0.000    0.002    0.000 Zones.py:196(leave_zone)
      268    0.001    0.000    0.018    0.000 api.py:107(_get_combined_index)
   335/58    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
     3196    0.001    0.000    0.001    0.000 Card_types.py:1097(<lambda>)
      268    0.001    0.000    0.001    0.000 api.py:93(_get_distinct_objs)
      236    0.001    0.000    0.004    0.000 base.py:1250(set_names)
      268    0.001    0.000    0.006    0.000 concat.py:526(_get_concat_axis)
      477    0.001    0.000    0.005    0.000 blocks.py:694(copy)
  249/175    0.001    0.000    0.005    0.000 typing.py:340(__getitem__)
      316    0.001    0.000    0.018    0.000 overrides.py:166(decorator)
      236    0.001    0.000    0.044    0.000 series.py:1560(to_frame)
      715    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:35(_new_module)
     2149    0.001    0.000    0.001    0.000 {method 'remove' of 'list' objects}
        1    0.001    0.001    0.096    0.096 nn_input_logic.py:223(export_results)
      247    0.001    0.000    0.001    0.000 managers.py:1970(_preprocess_slice_or_indexer)
     4950    0.001    0.000    0.001    0.000 nn_input_logic.py:216(input_choose)
      238    0.001    0.000    0.008    0.000 managers.py:248(get_dtypes)
      268    0.001    0.000    0.028    0.000 concat.py:516(<listcomp>)
     2484    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:855(__enter__)
      645    0.001    0.000    0.001    0.000 Abilities_Effects.py:380(assign_ownership)
